,"id","Standard name","chrom","start","end","Length","Hits","Reads","Hits_600_bp_upstream","Hits_600_bp_downstream","Neighbourhood Hits","Neighbourhood Index","Max Free Region","Freedom Index","target_seq_counts","600_bp_up_target_seq_counts","600_bp_down_target_seq_counts","target_per_bp","600_up_target_per_bp","600_down_target_per_bp","short name","description"
163,"YBL020W","S000000116","chrII",182401,184125,1725,1,5,13,18,368,0.008,1708,0.99,191,41,52,0.1107,0.0683,0.0867,"RFT1","Requiring Fifty-Three"
164,"YBL019W","S000000115","chrII",184353,185915,1563,24,520,11,2,390,0.197,180,0.115,148,76,67,0.0947,0.1267,0.1117,"APN2","APurinic/apyrimidinic eNdonuclease"
165,"YBL018C","S000000114","chrII",185998,186474,477,2,45,8,15,411,0.051,405,0.849,51,63,57,0.1069,0.105,0.095,"POP8","Processing Of Precursor RNAs"
166,"YBL017C","S000000113","chrII",186844,191583,4740,37,437,10,45,470,0.083,1130,0.238,460,68,49,0.097,0.1133,0.0817,"PEP1","carboxyPEPtidase Y-deficient"
167,"YBL016W","S000000112","chrII",192451,193512,1062,20,217,52,114,543,0.173,217,0.204,82,48,48,0.0772,0.08,0.08,"FUS3","cell FUSion"
168,"YBL015W","S000000111","chrII",194122,195702,1581,48,957,114,37,569,0.267,188,0.119,127,46,64,0.0803,0.0767,0.1067,"ACH1","Acetyl CoA Hydrolase"
169,"YBL014C","S000000110","chrII",199064,201748,2685,1,1,20,29,581,0.003,1601,0.596,257,58,54,0.0957,0.0967,0.09,"RRN6","Regulation of RNA polymerase I"
170,"YBL013W","S000000109","chrII",202056,203261,1206,60,842,18,47,566,0.439,207,0.172,76,52,43,0.063,0.0867,0.0717,"FMT1","Formyl-Methionyl-tRNA Transformylase"
171,"YBL011W","S000000107","chrII",203538,205817,2280,26,292,57,7,516,0.11,487,0.214,173,47,59,0.0759,0.0783,0.0983,"SCT1","Suppressor of Choline-Transport mutants"
172,"YBL010C","S000000106","chrII",206107,206949,843,9,137,8,15,352,0.152,249,0.295,78,49,57,0.0925,0.0817,0.095,,
173,"YBL009W","S000000105","chrII",207194,209224,2031,22,263,16,19,373,0.145,388,0.191,186,58,59,0.0916,0.0967,0.0983,"ALK2",
174,"YBL008W-A","S000028529","chrII",209409,209648,240,11,123,16,9,330,0.694,51,0.212,19,64,52,0.0792,0.1067,0.0867,,
175,"YBL008W","S000000104","chrII",209653,212175,2523,18,143,23,22,399,0.089,608,0.241,243,61,63,0.0963,0.1017,0.105,"HIR1","HIstone Regulation"
176,"YBL007C","S000000103","chrII",212632,216366,3735,14,206,17,14,344,0.054,2514,0.673,279,74,48,0.0747,0.1233,0.08,"SLA1","Synthetic Lethal with ABP1"
177,"YBL006C","S000000102","chrII",216587,217129,543,15,226,3,40,254,0.544,108,0.199,37,51,49,0.0681,0.085,0.0817,"LDB7","Low Dye Binding"
178,"YBL005W","S000000101","chrII",217470,220400,2931,50,715,35,25,261,0.327,378,0.129,323,37,55,0.1102,0.0617,0.0917,"PDR3","Pleiotropic Drug Resistance"
179,"YBL004W","S000000100","chrII",227636,235117,7482,0,0,28,35,692,0,7482,1,800,57,71,0.1069,0.095,0.1183,"UTP20","U Three Protein"
180,"YBL003C","S000000099","chrII",235394,235792,399,29,761,10,72,601,0.605,90,0.226,44,73,61,0.1103,0.1217,0.1017,"HTA2","Histone h Two A"
181,"YBL002W","S000000098","chrII",236492,236887,396,33,553,75,66,636,0.655,59,0.149,37,60,69,0.0934,0.1,0.115,"HTB2","Histone h Two B"
182,"YBL001C","S000000097","chrII",237153,237467,315,39,1202,54,67,646,0.958,52,0.165,30,71,69,0.0952,0.1183,0.115,"ECM15","ExtraCellular Mutant"
183,"YBR001C","S000000205","chrII",238941,241283,2343,110,2031,65,50,724,0.324,176,0.075,233,67,76,0.0994,0.1117,0.1267,"NTH2","Neutral TreHalase"
184,"YBR002C","S000000206","chrII",241708,242568,861,9,227,47,17,787,0.066,658,0.764,76,67,63,0.0883,0.1117,0.105,"RER2","Retention in the Endoplasmic Reticulum"
185,"YBR003W","S000000207","chrII",242809,244230,1422,30,237,11,4,828,0.127,193,0.136,132,51,67,0.0928,0.085,0.1117,"COQ1","COenzyme Q"
186,"YBR004C","S000000208","chrII",244366,245667,1302,0,0,11,10,923,0,1302,1,129,56,54,0.0991,0.0933,0.09,"GPI18","GlycosylPhosphatidylInositol"
187,"YBR005W","S000000209","chrII",245906,246547,642,12,548,1,29,959,0.097,240,0.374,51,58,59,0.0794,0.0967,0.0983,"RCR1","Resistance to Congo Red"
188,"YBR006W","S000000210","chrII",247010,248503,1494,64,1951,23,21,884,0.242,153,0.102,138,53,67,0.0924,0.0883,0.1117,"UGA2","Utilization of GAba"
189,"YBR007C","S000000211","chrII",248806,251016,2211,31,800,17,52,722,0.097,391,0.177,181,82,33,0.0819,0.1367,0.055,"DSF2","Deletion Suppressor of mptFive/pufFive mutation"
190,"YBR008C","S000000212","chrII",252563,254209,1647,42,524,13,25,551,0.231,238,0.145,144,70,62,0.0874,0.1167,0.1033,"FLR1","FLuconazole Resistance"
191,"YBR009C","S000000213","chrII",255373,255684,312,18,317,53,75,518,0.557,51,0.163,19,68,55,0.0609,0.1133,0.0917,"HHF1","Histone H Four"
192,"YBR010W","S000000214","chrII",256331,256741,411,13,197,72,22,553,0.286,122,0.297,35,61,61,0.0852,0.1017,0.1017,"HHT1","Histone H Three"
193,"YBR011C","S000000215","chrII",257112,257975,864,1,8,29,20,575,0.01,848,0.981,76,68,56,0.088,0.1133,0.0933,"IPP1","Inorganic PyroPhosphatase"
194,"YBR013C","S000000217","chrII",265492,265881,390,12,104,3,33,456,0.337,85,0.218,53,66,62,0.1359,0.11,0.1033,,
195,"YBR014C","S000000218","chrII",266725,267336,612,13,288,26,36,533,0.199,155,0.253,62,61,75,0.1013,0.1017,0.125,"GRX7","GlutaRedoXin"
196,"YBR015C","S000000219","chrII",267710,269503,1794,21,232,36,49,532,0.11,557,0.31,178,75,44,0.0992,0.125,0.0733,"MNN2","MaNNosyltransferase"
197,"YBR016W","S000000220","chrII",270247,270633,387,16,453,44,20,516,0.401,127,0.328,21,44,59,0.0543,0.0733,0.0983,,
198,"YBR017C","S000000221","chrII",270947,273703,2757,1,17,32,47,600,0.003,2672,0.969,268,48,80,0.0972,0.08,0.1333,"KAP104","KAryoPherin"
199,"YBR018C","S000000222","chrII",274427,275527,1101,8,34,58,84,632,0.057,490,0.445,115,76,67,0.1045,0.1267,0.1117,"GAL7","GALactose metabolism"
200,"YBR019C","S000000223","chrII",276253,278352,2100,78,3413,114,11,653,0.284,994,0.473,190,68,65,0.0905,0.1133,0.1083,"GAL10","GALactose metabolism"
201,"YBR020W","S000000224","chrII",279021,280607,1587,25,431,13,68,643,0.122,403,0.254,132,63,66,0.0832,0.105,0.11,"GAL1","GALactose metabolism"
202,"YBR021W","S000000225","chrII",281443,283344,1902,5,25,41,18,644,0.02,1871,0.984,173,58,55,0.091,0.0967,0.0917,"FUR4","5-FlUoRouridine sensitivity"
203,"YBR022W","S000000226","chrII",283738,284271,534,13,310,19,11,679,0.179,139,0.26,46,58,60,0.0861,0.0967,0.1,"POA1","Phosphatase Of ADP-ribose 1""-phosphate"
204,"YBR023C","S000000227","chrII",284428,287925,3498,44,324,16,35,684,0.092,372,0.106,326,63,59,0.0932,0.105,0.0983,"CHS3","CHitin Synthase-related"
205,"YBR024W","S000000228","chrII",289445,290350,906,15,152,20,26,573,0.144,269,0.297,79,59,55,0.0872,0.0983,0.0917,"SCO2","Suppressor of Cytochrome Oxidase deficiency"
206,"YBR025C","S000000229","chrII",290681,291865,1185,24,202,27,52,655,0.155,213,0.18,113,52,54,0.0954,0.0867,0.09,"OLA1","Obg-Like ATPase"
207,"YBR026C","S000000230","chrII",292877,294019,1143,18,153,25,30,640,0.123,203,0.178,101,65,66,0.0884,0.1083,0.11,"ETR1","2-Enoyl Thioester Reductase"
208,"YBR028C","S000000232","chrII",294425,296002,1578,30,549,35,23,672,0.141,191,0.121,146,66,73,0.0925,0.11,0.1217,"YPK3",
209,"YBR029C","S000000233","chrII",296369,297742,1374,2,6,27,50,753,0.01,1208,0.879,132,67,68,0.0961,0.1117,0.1133,"CDS1","CDP-Diacylglycerol Synthase"
210,"YBR030W","S000000234","chrII",298292,299950,1659,34,448,49,29,753,0.136,218,0.131,163,61,45,0.0983,0.1017,0.075,"RKM3","Ribosomal lysine (K) Methyltransferase"
211,"YBR033W","S000000237","chrII",301944,304703,2760,66,1081,96,18,686,0.174,281,0.102,266,56,55,0.0964,0.0933,0.0917,"EDS1","Expression Dependent on Slt2"
212,"YBR034C","S000000238","chrII",304930,305976,1047,39,683,21,35,594,0.314,111,0.106,81,65,55,0.0774,0.1083,0.0917,"HMT1","HnRNP MethylTransferase"
213,"YBR035C","S000000239","chrII",306269,306955,687,2,6,46,55,564,0.026,585,0.852,55,60,59,0.0801,0.1,0.0983,"PDX3","PyriDoXine auxotrophy"
214,"YBR036C","S000000240","chrII",309081,310313,1233,1,4,14,29,520,0.008,1224,0.993,81,75,41,0.0657,0.125,0.0683,"CSG2","Calcium Sensitive Growth"
215,"YBR037C","S000000241","chrII",310565,311452,888,7,26,24,9,493,0.08,412,0.464,59,39,56,0.0664,0.065,0.0933,"SCO1","Suppressor of Cytochrome Oxidase deficiency"
216,"YBR038W","S000000242","chrII",311898,314789,2892,1,2,9,20,467,0.004,2805,0.97,275,57,67,0.0951,0.095,0.1117,"CHS2","CHitin Synthase"
217,"YBR039W","S000000243","chrII",315575,316510,936,0,0,9,11,415,0,936,1,100,65,65,0.1068,0.1083,0.1083,"ATP3","ATP synthase"
218,"YBR040W","S000000244","chrII",316968,317864,897,6,19,9,8,412,0.081,528,0.589,94,64,74,0.1048,0.1067,0.1233,"FIG1","Factor-Induced Gene"
219,"YBR041W","S000000245","chrII",318266,320275,2010,20,128,6,11,356,0.14,383,0.191,211,68,70,0.105,0.1133,0.1167,"FAT1","FATty acid transporter"
220,"YBR042C","S000000246","chrII",320416,321609,1194,11,143,12,15,363,0.127,338,0.283,110,74,61,0.0921,0.1233,0.1017,"CST26","Chromosome STability"
221,"YBR043C","S000000247","chrII",321876,323945,2070,33,464,9,35,401,0.199,228,0.11,179,62,64,0.0865,0.1033,0.1067,"QDR3","QuiniDine Resistance"
222,"YBR044C","S000000248","chrII",324341,326059,1719,43,931,31,20,421,0.297,238,0.138,160,59,47,0.0931,0.0983,0.0783,"TCM62","TriCarboxylic acid cycle Mutant"
223,"YBR045C","S000000249","chrII",328173,330092,1920,28,519,12,12,512,0.142,388,0.202,184,75,68,0.0958,0.125,0.1133,"GIP1","Glc7-Interacting Protein"
224,"YBR046C","S000000250","chrII",330507,331511,1005,17,146,12,31,571,0.148,171,0.17,97,67,70,0.0965,0.1117,0.1167,"ZTA1","ZeTA-crystallin"
225,"YBR047W","S000000251","chrII",331833,332360,528,19,519,28,28,634,0.284,91,0.172,57,59,62,0.108,0.0983,0.1033,"FMP23","Found in Mitochondrial Proteome"
226,"YBR048W","S000000252","chrII",332831,333812,982,13,81,29,19,661,0.1,224,0.228,97,59,58,0.0988,0.0983,0.0967,"RPS11B","Ribosomal Protein of the Small subunit"
227,"YBR049C","S000000253","chrII",334386,336818,2433,3,8,19,11,665,0.009,1098,0.451,242,61,48,0.0995,0.1017,0.08,"REB1","RNA polymerase I Enhancer Binding protein"
228,"YBR050C","S000000254","chrII",337183,338199,1017,19,334,3,38,593,0.158,276,0.271,92,66,44,0.0905,0.11,0.0733,"REG2","REsistance to Glucose repression"
229,"YBR052C","S000000256","chrII",338720,339352,633,32,593,36,42,571,0.443,164,0.259,47,48,54,0.0742,0.08,0.09,"RFS1","Rad55 (Fifty-five) Suppressor"
230,"YBR053C","S000000257","chrII",339675,340751,1077,20,244,46,56,619,0.15,224,0.208,104,62,65,0.0966,0.1033,0.1083,,
231,"YBR054W","S000000258","chrII",343101,344135,1035,23,290,13,42,617,0.18,191,0.185,85,79,63,0.0821,0.1317,0.105,"YRO2",
232,"YBR055C","S000000259","chrII",344602,347301,2700,7,93,40,14,627,0.021,2409,0.892,274,58,65,0.1015,0.0967,0.1083,"PRP6","Pre-mRNA Processing"
233,"YBR056W","S000000260","chrII",347879,349384,1506,14,89,14,14,631,0.074,284,0.189,162,65,64,0.1076,0.1083,0.1067,,
234,"YBR056W-A","S000028736","chrII",351255,351455,201,4,31,44,26,524,0.19,55,0.274,14,60,63,0.0697,0.1,0.105,"MNC1","MaNganese Chelating protein 1"
235,"YBR057C","S000000261","chrII",352193,353293,1101,10,101,18,12,446,0.102,471,0.428,99,72,74,0.0899,0.12,0.1233,"MUM2","MUddled Meiosis"
236,"YBR058C","S000000262","chrII",353672,356017,2346,18,204,16,6,439,0.087,400,0.171,222,68,53,0.0946,0.1133,0.0883,"UBP14","UBiquitin-specific Protease"
237,"YBR058C-A","S000007521","chrII",356324,356566,243,0,0,11,20,394,0,243,1,19,56,52,0.0782,0.0933,0.0867,"TSC3","Temperature-sensitive Suppressors of Csg2 mutants"
238,"YBR059C","S000000263","chrII",356861,360187,3327,47,683,14,46,504,0.14,265,0.08,285,54,70,0.0857,0.09,0.1167,"AKL1","Ark family Kinase-Like protein"
239,"YBR060C","S000000264","chrII",360652,362514,1863,1,4,54,22,646,0.004,1560,0.837,165,63,63,0.0886,0.105,0.105,"ORC2","Origin Recognition Complex"
240,"YBR061C","S000000265","chrII",364787,365719,933,5,74,9,22,700,0.038,655,0.702,83,60,60,0.089,0.1,0.1,"TRM7","Transfer RNA Methyltransferase"
241,"YBR062C","S000000266","chrII",365976,366600,625,14,242,12,15,755,0.148,213,0.341,59,60,60,0.0944,0.1,0.1,,
242,"YBR063C","S000000267","chrII",366970,368184,1215,15,287,16,18,760,0.081,284,0.234,139,63,60,0.1144,0.105,0.1,,
243,"YBR065C","S000000269","chrII",368584,369678,1095,20,462,21,45,866,0.105,259,0.237,104,71,55,0.095,0.1183,0.0917,"ECM2","ExtraCellular Mutant"
244,"YBR066C","S000000270","chrII",370037,370699,663,35,858,45,94,876,0.301,92,0.139,60,57,51,0.0905,0.095,0.085,"NRG2","Negative Regulator of Glucose-controlled genes"
245,"YBR067C","S000000271","chrII",372103,372735,633,16,157,64,59,911,0.139,127,0.201,39,71,52,0.0616,0.1183,0.0867,"TIP1","Temperature shock-Inducible Protein"
246,"YBR068C","S000000272","chrII",373861,375690,1830,16,521,90,33,937,0.047,1002,0.548,159,55,43,0.0869,0.0917,0.0717,"BAP2","Branched-chain Amino acid Permease"
247,"YBR069C","S000000273","chrII",376574,378433,1860,35,289,58,95,946,0.099,215,0.116,155,41,49,0.0833,0.0683,0.0817,"TAT1","Tyrosine and tryptophan Amino acid Transporter"
248,"YBR070C","S000000274","chrII",379221,379934,714,2,4,99,20,913,0.015,616,0.863,65,55,54,0.091,0.0917,0.09,"ALG14","Asparagine Linked Glycosylation"
249,"YBR071W","S000000275","chrII",380411,381046,636,9,299,21,54,890,0.079,198,0.311,51,57,46,0.0802,0.095,0.0767,,
250,"YBR072W","S000000276","chrII",382030,382674,645,15,522,43,33,774,0.15,95,0.147,52,55,55,0.0806,0.0917,0.0917,"HSP26","Heat Shock Protein"
251,"YBR072C-A","S000028532","chrII",382860,383021,162,22,979,13,15,787,0.863,48,0.296,18,56,47,0.1111,0.0933,0.0783,,
252,"YBR073W","S000000277","chrII",383112,385988,2877,37,362,34,23,839,0.077,295,0.103,281,64,63,0.0977,0.1067,0.105,"RDH54","RaD54 Homolog"
253,"YBR074W","S000000278","chrII",386286,389216,2931,41,553,22,9,692,0.101,269,0.092,272,53,77,0.0928,0.0883,0.1283,"PFF1","Protease in FXNA-related Family"
254,"YBR076W","S000000280","chrII",390227,391291,1065,23,450,25,45,511,0.211,184,0.173,104,70,56,0.0977,0.1167,0.0933,"ECM8","ExtraCellular Mutant"
255,"YBR077C","S000000281","chrII",391805,392293,489,27,316,45,55,431,0.641,119,0.243,48,60,44,0.0982,0.1,0.0733,"SLM4","Synthetic Lethal with Mss4"
256,"YBR078W","S000000282","chrII",393123,394742,1620,42,508,46,20,382,0.339,309,0.191,139,48,77,0.0858,0.08,0.1283,"ECM33","ExtraCellular Mutant"
257,"YBR079C","S000000283","chrII",395383,398277,2895,9,70,23,13,550,0.028,2308,0.797,242,77,67,0.0836,0.1283,0.1117,"RPG1",
258,"YBR080C","S000000284","chrII",398614,400890,2277,1,2,12,18,677,0.003,2269,0.996,229,59,57,0.1006,0.0983,0.095,"SEC18","SECretory"
259,"YBR081C","S000000285","chrII",401253,405251,3999,6,98,15,17,714,0.011,3745,0.936,421,62,60,0.1053,0.1033,0.1,"SPT7","SuPpressor of Ty's"
260,"YBR082C","S000000286","chrII",406628,407169,542,18,231,47,65,582,0.285,88,0.162,55,54,56,0.1015,0.09,0.0933,"UBC4","UBiquitin-Conjugating"
261,"YBR083W","S000000287","chrII",409169,410629,1461,38,562,79,54,820,0.159,251,0.172,129,48,51,0.0883,0.08,0.085,"TEC1","Transposon Enhancement Control"
262,"YBR084W","S000000288","chrII",411054,413981,2928,36,531,56,40,864,0.071,469,0.16,244,54,60,0.0833,0.09,0.1,"MIS1","MItochondrial C1-tetrahydrofolate Synthase"
263,"YBR084C-A","S000002156","chrII",414186,415261,1076,19,227,43,46,851,0.104,222,0.206,99,58,47,0.092,0.0967,0.0783,"RPL19A","Ribosomal Protein of the Large subunit"
264,"YBR085W","S000000289","chrII",415983,416906,924,17,226,39,7,879,0.105,316,0.342,84,45,71,0.0909,0.075,0.1183,"AAC3","ADP/ATP Carrier"
265,"YBR085C-A","S000007522","chrII",418907,419164,258,8,191,41,98,723,0.214,83,0.322,20,59,42,0.0775,0.0983,0.07,,
266,"YBR086C","S000000290","chrII",420201,423041,2841,29,329,77,30,867,0.059,664,0.234,269,48,65,0.0947,0.08,0.1083,"IST2","Increased Sodium Tolerance"
267,"YBR087W","S000000291","chrII",423765,424829,1065,1,5,28,1,810,0.006,1059,0.994,102,60,62,0.0958,0.1,0.1033,"RFC5","Replication Factor C"
268,"YBR088C","S000000292","chrII",424990,425766,777,0,0,2,10,756,0,777,1,78,63,49,0.1004,0.105,0.0817,"POL30","POLymerase"
269,"YBR089C-A","S000002157","chrII",426190,426873,684,39,1270,9,54,721,0.395,214,0.313,47,59,50,0.0687,0.0983,0.0833,"NHP6B","Non-Histone Protein"
270,"YBR090C","S000000294","chrII",426333,427058,726,77,2326,10,19,724,0.732,82,0.113,45,50,56,0.062,0.0833,0.0933,,
271,"YBR091C","S000000295","chrII",427155,427484,330,0,0,82,27,711,0,330,1,27,42,55,0.0818,0.07,0.0917,"TIM12","Translocase of the Inner Membrane"
272,"YBR092C","S000000296","chrII",427698,429101,1404,44,844,19,65,704,0.223,144,0.103,117,58,64,0.0833,0.0967,0.1067,"PHO3","PHOsphate metabolism"
273,"YBR093C","S000000297","chrII",429548,430951,1404,46,520,63,43,563,0.291,209,0.149,117,57,55,0.0833,0.095,0.0917,"PHO5","PHOsphate metabolism"
274,"YBR094W","S000000298","chrII",432036,434297,2262,43,673,44,3,506,0.188,433,0.191,236,59,57,0.1043,0.0983,0.095,"PBY1","P-BodY associated protein"
275,"YBR095C","S000000299","chrII",434406,435698,1293,3,11,21,13,497,0.023,1084,0.838,120,65,65,0.0928,0.1083,0.1083,"RXT2",
276,"YBR096W","S000000300","chrII",436021,436713,693,6,58,12,9,492,0.088,270,0.39,83,60,60,0.1198,0.1,0.1,,
277,"YBR097W","S000000301","chrII",436951,441315,4365,8,46,12,29,516,0.018,2700,0.619,481,72,59,0.1102,0.12,0.0983,"VPS15","Vacuolar Protein Sorting"
278,"YBR098W","S000000302","chrII",441515,443590,2076,13,125,29,9,405,0.077,870,0.419,206,70,66,0.0992,0.1167,0.11,"MMS4","Methyl MethaneSulfonate sensitivity"
279,"YBR101C","S000000305","chrII",443821,444693,873,12,467,10,23,388,0.177,177,0.203,88,73,57,0.1008,0.1217,0.095,"FES1","Factor Exchange for Ssa1p"
280,"YBR102C","S000000306","chrII",445062,447323,2262,1,2,27,10,415,0.005,1810,0.8,213,62,62,0.0942,0.1033,0.1033,"EXO84","EXOcyst"
281,"YBR103W","S000000307","chrII",447709,449316,1608,19,344,10,28,400,0.148,320,0.199,129,56,56,0.0802,0.0933,0.0933,"SIF2","Sir4p-Interacting Factor"
282,"YBR104W","S000000308","chrII",449667,450656,990,21,353,28,11,409,0.259,117,0.118,80,62,64,0.0808,0.1033,0.1067,"YMC2","Yeast Mitochondrial Carrier"
283,"YBR105C","S000000309","chrII",450881,451969,1089,23,309,13,48,441,0.239,141,0.129,91,63,36,0.0836,0.105,0.06,"VID24","Vacuolar Import and Degradation"
284,"YBR106W","S000000310","chrII",452658,453224,567,27,577,55,30,452,0.527,56,0.099,41,36,52,0.0723,0.06,0.0867,"SND3","SRP-iNDependent targeting"
285,"YBR107C","S000000311","chrII",453793,454530,738,14,654,31,34,452,0.21,285,0.386,49,52,52,0.0664,0.0867,0.0867,"IML3","Increased Minichromosome Loss"
286,"YBR108W","S000000312","chrII",454822,457665,2844,40,446,44,3,567,0.124,398,0.14,206,51,55,0.0724,0.085,0.0917,"AIM3","Altered Inheritance rate of Mitochondria"
287,"YBR109C","S000000313","chrII",457919,458362,444,0,0,7,5,542,0,444,1,34,56,57,0.0766,0.0933,0.095,"CMD1","CalMoDulin"
288,"YBR110W","S000000314","chrII",458872,460221,1350,2,7,5,13,557,0.013,703,0.521,126,55,63,0.0933,0.0917,0.105,"ALG1","Asparagine-Linked Glycosylation"
289,"YBR111C","S000000315","chrII",461178,461873,696,17,670,15,23,520,0.235,282,0.405,64,67,62,0.092,0.1117,0.1033,"YSA1",
290,"YBR111W-A","S000028510","chrII",462139,462579,441,6,41,34,26,505,0.135,204,0.463,49,52,68,0.1111,0.0867,0.1133,"SUS1","Sl gene Upstream of ySa1"
291,"YBR112C","S000000316","chrII",462870,465770,2901,18,140,28,61,571,0.054,908,0.313,209,77,32,0.072,0.1283,0.0533,"CYC8","CYtochrome C"
292,"YBR114W","S000000318","chrII",467248,469620,2373,27,410,34,10,627,0.091,401,0.169,216,48,53,0.091,0.08,0.0883,"RAD16","RADiation sensitive"
293,"YBR115C","S000000319","chrII",469748,473926,4179,63,698,5,73,690,0.109,270,0.065,387,49,56,0.0926,0.0817,0.0933,"LYS2","LYSine requiring"
294,"YBR117C","S000000321","chrII",474392,476437,2046,49,999,72,48,606,0.198,243,0.119,156,61,55,0.0762,0.1017,0.0917,"TKL2","TransKetoLase"
295,"YBR119W","S000000323","chrII",479338,480323,986,19,190,38,4,497,0.194,227,0.23,96,59,67,0.0974,0.0983,0.1117,"MUD1","Mutant U1 Die"
296,"YBR120C","S000000324","chrII",480435,480923,489,3,14,10,31,559,0.055,295,0.603,50,58,60,0.1022,0.0967,0.1,"CBP6","Cytochrome B Protein synthesis"
297,"YBR121C","S000000325","chrII",481364,483367,2004,0,0,33,32,618,0,2004,1,173,67,67,0.0863,0.1117,0.1117,"GRS1","Glycyl-tRNA Synthase"
298,"YBR122C","S000000326","chrII",483970,484503,534,2,17,32,14,600,0.031,338,0.633,47,66,60,0.088,0.11,0.1,"MRPL36","Mitochondrial Ribosomal Protein, Large subunit"
299,"YBR123C","S000000327","chrII",484742,486691,1950,3,22,13,16,566,0.014,1551,0.795,189,56,64,0.0969,0.0933,0.1067,"TFC1","Transcription Factor class C"
300,"YBR125C","S000000329","chrII",487199,488380,1182,7,51,16,17,472,0.063,581,0.492,113,61,46,0.0956,0.1017,0.0767,"PTC4","Phosphatase Two C"
301,"YBR126C","S000000330","chrII",488905,490392,1488,6,29,16,80,458,0.044,540,0.363,110,47,41,0.0739,0.0783,0.0683,"TPS1","Trehalose-6-Phosphate Synthase"
302,"YBR126W-A","S000028600","chrII",490850,491056,207,14,1171,72,31,408,0.829,35,0.169,8,44,63,0.0386,0.0733,0.105,"MEO1","Mini ER ORF"
303,"YBR127C","S000000331","chrII",491269,492822,1554,4,44,76,37,464,0.028,1009,0.649,151,42,50,0.0972,0.07,0.0833,"VMA2","Vacuolar Membrane Atpase"
304,"YBR128C","S000000332","chrII",493081,494115,1035,30,431,15,13,479,0.303,321,0.31,98,55,68,0.0947,0.0917,0.1133,"ATG14","AuTophaGy related"
305,"YBR129C","S000000333","chrII",494353,495339,987,16,257,13,24,516,0.157,326,0.33,96,64,48,0.0973,0.1067,0.08,"OPY1","Overproduction-induced Pheromone-resistant Yeast"
306,"YBR130C","S000000334","chrII",495592,496869,1278,21,362,30,14,512,0.16,292,0.228,127,52,51,0.0994,0.0867,0.085,"SHE3","Swi5p-dependent HO Expression"
307,"YBR131W","S000000335","chrII",497163,499277,2115,6,10,24,19,498,0.028,1048,0.496,200,56,79,0.0946,0.0933,0.1317,"CCZ1","Calcium Caffeine Zinc sensitivity"
308,"YBR132C","S000000336","chrII",499652,501442,1791,38,874,13,53,473,0.224,144,0.08,160,74,49,0.0893,0.1233,0.0817,"AGP2","high-Affinity Glutamine Permease"
309,"YBR133C","S000000337","chrII",501804,504287,2484,56,1007,52,62,407,0.277,241,0.097,235,52,51,0.0946,0.0867,0.085,"HSL7","Histone Synthetic Lethal"
310,"YBR135W","S000000339","chrII",504854,505306,453,1,1,68,11,359,0.031,439,0.969,33,54,60,0.0728,0.09,0.1,"CKS1","Cdc28 Kinase Subunit"
311,"YBR136W","S000000340","chrII",505668,512774,7107,5,60,9,38,368,0.01,3663,0.515,749,51,59,0.1054,0.085,0.0983,"MEC1","Mitosis Entry Checkpoint"
