,Unnamed: 0_x,Standard name,Common name,Hits,Reads,Length,Neighborhood index,100 bp upstream hits,Max free region,Freedom index,Logit FI,Kornmann FI,Type,Description,Unnamed: 0_y,id,chrom,start,end,target_seq_counts,500bp_up_target_seq_counts,500bp_down_target_seq_counts,length,target_per_bp,up_target_per_bp,down_target_per_bp,hits_per_targets,freq_hit_targets,short name,description
58,81,S000002483,RAD55,47,987,1221,0.570294919809,5,192,0.157248157248,0.157242370655,0.624607825291,ORF,"Protein that stimulates strand exchange; stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad57p
",1098,YDR076W,chrIV,598468,599688,133,64,36,1221,0.108927108927109,0.128,0.072,0.353383458646616,0.004287931727887,RAD55,RADiation sensitive
59,82,S000002482,PPH3,0,0,927,0,0,927,1,0.999304372241,0,ORF,"Catalytic subunit of protein phosphatase PP4 complex; Pph3p and Psy2p form active complex, Psy4p may provide substrate specificity; regulates recovery from the DNA damage checkpoint, the gene conversion- and single-strand annealing-mediated pathways of meiotic double-strand break repair and efficient Non-Homologous End-Joining (NHEJ) pathway; involved in activation of Gln3p to alleviate nitrogen catabolite repression; Pph3p and Psy2p localize to foci on meiotic chromosomes
",1097,YDR075W,chrIV,597156,598082,88,58,60,927,0.094929881337648,0.116,0.12,0,0,PPH3,Protein PHosphatase
60,84,S000003288,RSC1,17,67,2787,0.108644583003,3,553,0.198421241478,0.198421241477,0.187179586204,ORF,"Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; contains two essential bromodomains, a bromo-adjacent homology (BAH) domain, and an AT hook; RSC1 has a paralog, RSC2, that arose from the whole genome duplication
",2385,YGR056W,chrVII,601661,604447,268,57,48,2787,0.09616074632221,0.114,0.096,0.063432835820896,0.000405390235086,RSC1,Remodel the Structure of Chromatin
61,85,S000003289,LST7,1,4,729,0.0249177181093,0,495,0.679012345679,0.675606101684,0,ORF,"Subunit of the Lst4p-Lst7p GTPase activating protein complex for Gtr2p; stimulates the GTPase activity of Rag family GTPase Gtr2p, within the context of the Gtr1p-Gtr2p heterodimer, after amino acid stimulation; required for activation of TORC1 in response to amino acid stimulation; recruited to the vacuolar membrane during amino acid starvation and released from the membrane by TORC1; required for the transport of amino acid permease Gap1p from the Golgi to the cell surface
",2386,YGR057C,chrVII,604773,605501,69,46,47,729,0.094650205761317,0.092,0.094,0.014492753623188,0.00036112634941,LST7,Lethal with Sec Thirteen
62,86,S000001355,RSM25,3,11,795,0.185765464533,1,726,0.91320754717,0.910834058874,0,ORF,"Mitochondrial ribosomal protein of the small subunit
",3047,YIL093C,chrIX,187990,188784,55,48,44,795,0.069182389937107,0.096,0.088,0.054545454545455,0.0033775539006,RSM25,Ribosomal Small subunit of Mitochondria
63,87,S000003280,UFD1,0,0,1086,0,0,1086,1,0.999858065084,0,ORF,"Substrate-recruiting cofactor of the Cdc48p-Npl4p-Ufd1p segregase; polyubiquitin binding protein that assists in the dislocation of misfolded, ERAD substrates that are subsequently delivered to the proteasome for degradation; involved in regulated destruction of ER membrane proteins such as HMG-CoA reductase (Hmg1/2p) and cytoplasmic proteins (Fbp1p); involved in mobilizing membrane bound transcription factors by regulated Ub/proteasome-dependent processing (RUP)
",2377,YGR048W,chrVII,589826,590911,91,44,50,1086,0.083793738489871,0.088,0.1,0,0,UFD1,Ubiquitin Fusion Degradation protein
64,88,S000003281,SCM4,39,1019,564,1.4196486138,0,91,0.16134751773,0.157220121035,0,ORF,"Mitochondrial outer membrane protein of unknown function; predicted to have 4 transmembrane segments; import is mediated by Tom70p and Mim1p; interacts genetically with a cdc4 mutation; SCM4 has a paralog, ATG33, that arose from the whole genome duplication
",2378,YGR049W,chrVII,591314,591877,47,47,48,564,0.083333333333333,0.094,0.096,0.829787234042553,0.030205289655319,SCM4,Suppressor of Cdc4 Mutation
65,89,S000003282,,34,1211,357,1.95781399808,12,84,0.235294117647,0.19477261371,0,ORF,"Protein of unknown function; mRNA identified as translated by ribosome profiling data
",2379,YGR050C,chrVII,592086,592442,31,47,27,357,0.086834733893558,0.094,0.054,1.09677419354839,0.063155290260645,,
66,91,S000003284,FMP48,11,153,1110,0.187263125194,1,380,0.342342342342,0.342304118676,0.221299866799,ORF,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation
",2381,YGR052W,chrVII,593596,594705,114,55,60,1110,0.102702702702703,0.11,0.12,0.096491228070176,0.00164265899293,FMP48,Found in Mitochondrial Proteome
67,92,S000003285,,7,102,852,0.167643996273,1,311,0.365023474178,0.364486341918,0,ORF,"Putative protein of unknown function
",2382,YGR053C,chrVII,594986,595837,77,63,55,852,0.09037558685446,0.126,0.11,0.090909090909091,0.002177194756792,MCO32,Mitochondrial Class One protein of 32 kDa
68,93,S000003286,,24,498,1929,0.253431604571,1,259,0.134266459305,0.134266455146,0.150703914285,ORF,"Eukaryotic initiation factor eIF2A; associates specifically with both 40S subunits and 80 S ribosomes, and interacts genetically with both eIF5b and eIF4E; homologous to mammalian eIF2A
",2383,YGR054W,chrVII,596693,598621,175,49,37,1929,0.090720580611716,0.098,0.074,0.137142857142857,0.001448180597549,,
69,94,S000003287,MUP1,29,353,1725,0.313351933659,4,329,0.190724637681,0.190724592244,0.278890403537,ORF,"High affinity methionine permease; integral membrane protein with 13 putative membrane-spanning regions; also involved in cysteine uptake
",2384,YGR055W,chrVII,599417,601141,160,35,58,1725,0.092753623188406,0.07,0.116,0.18125,0.001958449585369,MUP1,Methionine UPtake
70,95,S000005853,MYO2,4,17,4725,0.0266196355085,0,3946,0.835132275132,0.835132275132,0,ORF,"Type V myosin motor involved in actin-based transport of cargos; required for the polarized delivery of secretory vesicles, the vacuole, late Golgi elements, peroxisomes, and the mitotic spindle; MYO2 has a paralog, MYO4, that arose from the whole genome duplication
",5985,YOR326W,chrXV,925721,930445,445,39,60,4725,0.094179894179894,0.078,0.12,0.008988764044944,5.98194056370787E-05,MYO2,MYOsin
71,97,S000005851,FRT1,10,160,1809,0.173014854045,3,657,0.363184079602,0.363184042249,0.192615110135,ORF,"Tail-anchored ER membrane protein of unknown function; substrate of the phosphatase calcineurin; interacts with homolog Frt2p; promotes cell growth in stress conditions, possibly via a role in posttranslational translocation; FRT1 has a paralog, FRT2, that arose from the whole genome duplication
",5983,YOR324C,chrXV,923232,925040,154,58,41,1809,0.085129906025428,0.116,0.082,0.064935064935065,0.001123473078214,FRT1,Functionally Related to TCP1
72,98,S000005850,PRO2,0,0,1371,0,1,1371,1,0.999991788773,0,ORF,"Gamma-glutamyl phosphate reductase; catalyzes the second step in proline biosynthesis
",5982,YOR323C,chrXV,921535,922905,142,51,55,1371,0.103574033552152,0.102,0.11,0,0,PRO2,PROline requiring
73,99,S000005857,MIP1,8,52,3765,0.0616684776047,6,1735,0.460823373174,0.460823373174,0,ORF,"Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast, in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast, petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS), progressive external ophthalmoplegia (PEO), parkinsonism, other mitochondrial diseases
",5990,YOR330C,chrXV,939621,943385,339,47,41,3765,0.09003984063745,0.094,0.082,0.023598820058997,0.000181912913288,MIP1,MItochondrial DNA Polymerase
74,100,S000005856,SCD5,2,23,2619,0.0242886369983,0,2362,0.901870943108,0.90187094308,0,ORF,"Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent nuclear-cytoplasmic shuttling; multicopy suppressor of clathrin deficiency
",5988,YOR329C,chrXV,936731,939349,228,54,61,2619,0.087056128293242,0.108,0.122,0.008771929824561,0.000106529109642,SCD5,Suppressor of Clathrin Deficiency
75,101,S000005855,PDR10,56,933,4695,0.374292725842,1,632,0.134611288605,0.134611288605,0.214285450801,ORF,"ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p
",5987,YOR328W,chrXV,931803,936497,415,41,53,4695,0.08839190628328,0.082,0.106,0.134939759036145,0.000901910182752,PDR10,Pleiotropic Drug Resistance
76,102,S000005854,SNC2,10,121,348,0.960047084891,4,80,0.229885057471,0.18725806453,0,ORF,"Vesicle membrane receptor protein (v-SNARE); involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; Snc2p levels regulated by Vps45p; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins; SNC2 has a paralog, SNC1, that arose from the whole genome duplication
",5986,YOR327C,chrXV,930734,931081,32,55,36,348,0.091954022988506,0.11,0.072,0.3125,0.030001471402844,SNC2,Suppressor of the Null allele of CAP
77,103,S000001350,AVT7,8,84,1473,0.241617405991,0,502,0.340801086219,0.340800077126,0.170094524852,ORF,"Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters
",3052,YIL088C,chrIX,197931,199403,129,47,35,1473,0.087576374745418,0.094,0.07,0.062015503875969,0.001873003147217,AVT7,Amino acid Vacuolar Transport
78,104,S000005859,VMA4,1,6,702,0.0463652237846,0,442,0.62962962963,0.625498508027,0,ORF,"Subunit E of the V1 domain of the vacuolar H+-ATPase (V-ATPase); V-ATPase is an electrogenic proton pump found throughout the endomembrane system; V1 domain has eight subunits; required for the V1 domain to assemble onto the vacuolar membrane; protein abundance increases in response to DNA replication stress
",5992,YOR332W,chrXV,943656,944357,51,41,38,702,0.072649572649573,0.082,0.076,0.019607843137255,0.000909122034992,VMA4,Vacuolar Membrane Atpase
79,106,S000002410,RCR2,15,295,633,0.414444365848,3,233,0.368088467615,0.363304636559,0.310813328271,ORF,"Vacuolar protein; presumably functions within the endosomal-vacuolar trafficking pathway, affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog, RCR1, that arose from the whole genome duplication
",1021,YDR003W,chrIV,454122,454754,52,57,56,633,0.082148499210111,0.114,0.112,0.288461538461538,0.007970083958615,RCR2,Resistance to Congo Red
80,107,S000001827,,1,1,528,0.1481832211,0,306,0.579545454545,0.558528982556,0,ORF,"Protein of unknown function; down-regulated at low calcium levels; mCherry fusion protein localizes to the vacuole
",1917,YFL067W,chrVI,836,1363,27,36,33,528,0.051136363636364,0.072,0.066,0.037037037037037,0.005488267448148,,
81,108,S000002488,PDC2,4,108,2778,0.0271144505623,0,2716,0.977681785457,0.977681785451,0,ORF,"Transcription factor for thiamine-regulated genes; required for expression of the two isoforms of pyruvate decarboxylase (PDC1 and PDC5) along with thiamine biosynthetic genes; binds a DNA sequence in the PDC5 promoter; mutant fails to grow on 2% glucose and thus is scored as inviable under standard conditions
",1104,YDR081C,chrIV,607304,610081,281,58,52,2778,0.101151907847372,0.116,0.104,0.01423487544484,9.64927066274021E-05,PDC2,Pyruvate DeCarboxylase
82,109,S000001930,PHO4,94,4620,939,1.75800229067,6,81,0.0862619808307,0.0862087558936,0,ORF,"Basic helix-loop-helix (bHLH) transcription factor of the myc-family; activates transcription cooperatively with Pho2p in response to phosphate limitation; binding to 'CACGTG' motif is regulated by chromatin restriction, competitive binding of Cbf1p to the same DNA binding motif and cooperation with Pho2p; function is regulated by phosphorylation at multiple sites and by phosphate availability
",2028,YFR034C,chrVI,225020,225958,40,40,36,939,0.042598509052183,0.08,0.072,2.35,0.04395005726675,PHO4,PHOsphate metabolism
83,111,S000000411,FTH1,9,122,1398,0.21222125514,0,280,0.200286123033,0.200284867581,0.147041397961,ORF,"Putative high affinity iron transporter; involved in transport of intravacuolar stores of iron; forms complex with Fet5p; expression is regulated by iron; proposed to play indirect role in endocytosis; protein abundance increases in response to DNA replication stress
",470,YBR207W,chrII,635146,636543,127,46,54,1398,0.090844062947067,0.092,0.108,0.070866141732284,0.001671033505039,FTH1,FTR1 Homolog
84,112,S000000412,"DUR1,2",59,725,5508,0.408226279017,0,603,0.109477124183,0.109477124183,0.17666175157,ORF,"Urea amidolyase; contains both urea carboxylase and allophanate hydrolase activities, degrades urea to CO2 and NH3; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation; protein abundance increases in response to DNA replication stress
",471,YBR208C,chrII,636703,642210,506,52,49,5508,0.091866376180102,0.104,0.098,0.116600790513834,0.000806771302405,"DUR1,2",Degradation of URea
85,114,S000000414,ERV15,7,79,429,0.65138106731,6,143,0.333333333333,0.30268181669,0.30330029397,ORF,"Protein involved in export of proteins from the endoplasmic reticulum; ERV15 has a paralog, ERV14, that arose from the whole genome duplication
",473,YBR210W,chrII,645550,645978,40,51,67,429,0.093240093240093,0.102,0.134,0.175,0.01628452668275,ERV15,ER Vesicle Protein
86,115,S000000415,AME1,1,5,975,0.0409439528024,0,960,0.984615384615,0.984191451489,0,ORF,"Essential kinetochore protein associated with microtubules and SPBs; component of the kinetochore sub-complex COMA (Ctf19p, Okp1p, Mcm21p, Ame1p); involved in spindle checkpoint maintenance; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-U and fission yeast Mis17; relative distribution to the nucleus increases upon DNA replication stress
",474,YBR211C,chrII,646158,647132,101,68,51,975,0.103589743589744,0.136,0.102,0.00990099009901,0.000405385671311,AME1,Associated with Microtubules and Essential
87,116,S000000416,NGR1,4,47,2019,0.0788766877268,0,1417,0.701832590391,0.701832581552,0,ORF,"RNA binding protein that negatively regulates growth rate; interacts with the 3' UTR of the mitochondrial porin (POR1) mRNA and enhances its degradation; overexpression impairs mitochondrial function; interacts with Dhh1p to mediate POR1 mRNA decay; expressed in stationary phase
",475,YBR212W,chrII,647886,649904,168,52,56,2019,0.083209509658247,0.104,0.112,0.023809523809524,0.000469504093612,NGR1,Negative Growth Regulatory protein
88,117,S000000417,MET8,8,223,825,0.386065533383,3,236,0.286060606061,0.285509443175,0.216404901755,ORF,"Bifunctional dehydrogenase and ferrochelatase; involved in the biosynthesis of siroheme, a prosthetic group used by sulfite reductase; required for sulfate assimilation and methionine biosynthesis
",476,YBR213W,chrII,650368,651192,57,57,32,825,0.069090909090909,0.114,0.064,0.140350877192982,0.006773079533035,MET8,METhionine requiring
89,118,S000000418,SDS24,14,147,1584,0.307312994813,0,517,0.326388888889,0.326388570396,0.258714753265,ORF,"Protein involved in cell separation during budding; one of two S. cerevisiae homologs (Sds23p and Sds24p) of the S. pombe Sds23 protein, which is implicated in APC/cyclosome regulation; may play an indirect role in fluid-phase endocytosis; protein abundance increases in response to DNA replication stress; SDS24 has a paralog, SDS23, that arose from the whole genome duplication
",477,YBR214W,chrII,651415,652998,114,35,53,1584,0.071969696969697,0.07,0.106,0.12280701754386,0.002695728024675,SDS24,homolog of S. pombe SDS23
90,119,S000000419,HPC2,8,28,1962,0.124122362304,3,777,0.413738019169,0.413737997826,0,ORF,"Subunit of the HIR complex; HIR is a nucleosome assembly complex involved in regulation of histone gene transcription; mutants display synthetic defects with subunits of FACT, a complex that allows passage of RNA Pol II through nucleosomes
",478,YBR215W,chrII,653356,655317,183,47,54,1962,0.093272171253823,0.094,0.108,0.043715846994536,0.000678264274885,HPC2,Histone Periodic Control
