Standard name,id,short name,description
S000000631,YCR035C,RRP43,Ribosomal RNA Processing
S000000632,YCR036W,RBK1,RiBoKinase
S000000633,YCR037C,PHO87,PHOsphate metabolism
S000000638,YCR042C,TAF2,TATA binding protein-Associated Factor
S000000639,YCR043C,,
S000000640,YCR044C,PER1,protein Processing in the ER
S000000641,YCR045C,RRT12,Regulator of rDNA Transcription
S000000642,YCR046C,IMG1,Integrity of Mitochondrial Genome
S000000643,YCR047C,BUD23,BUD site selection
S000000644,YCR048W,ARE1,Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme
S000000646,YCR050C,,
S000000647,YCR051W,,
S000000648,YCR052W,RSC6,Remodel the Structure of Chromatin
S000000649,YCR053W,THR4,THReonine requiring
S000000650,YCR054C,CTR86,Copper TRansport protein
S000000653,YCR057C,PWP2,Periodic tryptophan (W) Protein
S000000655,YCR059C,YIH1,Yeast Impact Homolog
S000000656,YCR060W,TAH1,Tpr-containing protein Associated with Hsp90
S000000657,YCR061W,,
S000000659,YCR063W,BUD31,BUD site selection
S000000661,YCR065W,HCM1,High-Copy suppressor of Calmodulin
S000000662,YCR066W,RAD18,RADiation sensitive
S000000663,YCR067C,SED4,Suppressor of Erd2 Deletion
S000000664,YCR068W,ATG15,AuTophaGy related
S000000665,YCR069W,CPR4,Cyclosporin-sensitive Proline Rotamase
S000000667,YCR071C,IMG2,Integrity of Mitochondrial Genome
S000000668,YCR072C,RSA4,RiboSome Assembly
S000000669,YCR073C,SSK22,Suppressor of Sensor Kinase
S000000671,YCR075C,ERS1,ERd Suppressor
S000000672,YCR076C,FUB1,FUnction of Boundary
S000000673,YCR077C,PAT1,Protein Associated with Topoisomerase II
S000000677,YCR081W,SRB8,Suppressor of RNA polymerase B
S000000678,YCR082W,AHC2,Ada Histone acetyltransferase complex Component
S000000679,YCR083W,TRX3,ThioRedoXin
S000000680,YCR084C,TUP1,dTMP-UPtake
S000000682,YCR086W,CSM1,Chromosome Segregation in Meiosis
S000000684,YCR088W,ABP1,Actin Binding Protein
S000000685,YCR089W,FIG2,Factor-Induced Gene
S000000686,YCR090C,,
S000000687,YCR091W,KIN82,protein KINase
S000000688,YCR092C,MSH3,MutS Homolog
S000000689,YCR093W,CDC39,Cell Division Cycle
S000000690,YCR094W,CDC50,Cell Division Cycle
S000000691,YCR095C,OCA4,Oxidant-induced Cell-cycle Arrest
S000000694,YCR097W,HMRA1,Hidden Mat Right A
S000000695,YCR098C,GIT1,GlycerophosphoInosiTol
S000000696,YCR099C,,
S000000697,YCR100C,EMA35,Efficient Mitochondria targeting-Associated protein
S000000698,YCR101C,,
S000000699,YCR102C,,
S000000701,YCR104W,PAU3,seriPAUperin family
S000000702,YCR105W,ADH7,Alcohol DeHydrogenase
S000000703,YCR106W,RDS1,Regulator of Drug Sensitivity
S000000704,YCR107W,AAD3,Aryl-Alcohol Dehydrogenase
S000000718,YCR073W-A,SOL2,Suppressor Of Los1-1
S000000727,YEL001C,IRC22,Increased Recombination Centers
S000000728,YEL002C,WBP1,Wheat germ agglutinin-Binding Protein
S000000729,YEL003W,GIM4,Gene Involved in Microtubule biogenesis
S000000730,YEL004W,YEA4,
S000000731,YEL005C,VAB2,VAc8p Binding
S000000732,YEL006W,YEA6,
S000000733,YEL007W,MIT1,Muc1 expressed Independent of TEC1
S000000735,YEL009C,GCN4,General Control Nonderepressible
S000000737,YEL011W,GLC3,GLyCogen
S000000738,YEL012W,UBC8,UBiquitin-Conjugating
S000000739,YEL013W,VAC8,VACuole related
S000000741,YEL015W,EDC3,Enhancer of mRNA DeCapping
S000000742,YEL016C,NPP2,ecto-Nucleotide Pyrophosphatase/Phosphodiesterase
S000000743,YEL017W,GTT3,GlutaThione Transferase
S000000744,YEL018W,EAF5,Esa1p-Associated Factor
S000000745,YEL019C,MMS21,Methyl MethaneSulfonate sensitivity
S000000746,YEL020C,PXP1,PeroXisomal Protein
S000000747,YEL021W,URA3,URAcil requiring
S000000748,YEL022W,GEA2,Guanine nucleotide Exchange on ARF
S000000749,YEL023C,,
S000000750,YEL024W,RIP1,Rieske Iron-sulfur Protein
S000000751,YEL025C,,
S000000752,YEL026W,SNU13,Small NUclear ribonucleoprotein associated
S000000753,YEL027W,VMA3,Vacuolar Membrane Atpase
S000000755,YEL029C,BUD16,BUD site selection
S000000756,YEL030W,ECM10,ExtraCellular Mutant
S000000757,YEL031W,SPF1,Sensitivity to Pichia Farinosa killer toxin
S000000758,YEL032W,MCM3,MiniChromosome Maintenance
S000000759,YEL033W,MTC7,Maintenance of Telomere Capping
S000000760,YEL034W,HYP2,HYPusine-containing protein
S000000761,YEL035C,UTR5,Unidentified TRanscript
S000000762,YEL036C,ANP1,ANP and osmotic sensitive
S000000763,YEL037C,RAD23,RADiation sensitive
S000000764,YEL038W,UTR4,Unidentified TRanscript
S000000765,YEL039C,CYC7,CYtochrome C
S000000766,YEL040W,UTR2,Unidentified TRanscript
S000000767,YEL041W,YEF1,
S000000768,YEL042W,GDA1,Guanosine DiphosphatAse
S000000769,YEL043W,,
S000000770,YEL044W,IES6,Ino Eighty Subunit
S000000772,YEL046C,GLY1,GLYcine requiring
S000000773,YEL047C,FRD1,Fumarate ReDuctase
S000000774,YEL048C,TCA17,TRAPP Complex Associated protein
S000000775,YEL049W,PAU2,seriPAUperin family
S000000776,YEL050C,RML2,Ribosomal Mitochondrial Large
S000000777,YEL051W,VMA8,Vacuolar Membrane Atpase
S000000778,YEL052W,AFG1,ATPase Family Gene
S000000779,YEL053C,MAK10,MAintenance of Killer
S000000780,YEL054C,RPL12A,Ribosomal Protein of the Large subunit
S000000781,YEL055C,POL5,POLymerase
S000000782,YEL056W,HAT2,Histone AcetylTransferase
S000000783,YEL057C,SDD1,Suppressor of Degenerative Death
S000000784,YEL058W,PCM1,PhosphoaCetylglucosamine Mutase
S000000786,YEL060C,PRB1,PRoteinase B
S000000787,YEL061C,CIN8,Chromosome INstability
S000000788,YEL062W,NPR2,Nitrogen Permease Regulator
S000000789,YEL063C,CAN1,CANavanine resistance
S000000790,YEL064C,AVT2,Amino acid Vacuolar Transport
S000000791,YEL065W,SIT1,Siderophore Iron Transport
S000000792,YEL066W,HPA3,Histone and other Protein Acetyltransferase
S000000793,YEL067C,,
S000000794,YEL068C,,
S000000795,YEL069C,HXT13,HeXose Transporter
S000000797,YEL071W,DLD3,D-Lactate Dehydrogenase
S000000798,YEL072W,RMD6,Required for Meiotic nuclear Division
S000000799,YEL073C,,
S000000803,YER001W,MNN1,MaNNosyltransferase
S000000804,YER002W,NOP16,NucleOlar Protein
S000000805,YER003C,PMI40,PhosphoMannose Isomerase
S000000806,YER004W,FMP52,Found in Mitochondrial Proteome
S000000807,YER005W,YND1,Yeast Nucleoside Diphosphatase
S000000808,YER006W,NUG1,NUclear GTPase
S000000809,YER007W,PAC2,Perish in the Absence of Cin8p
S000000810,YER008C,SEC3,SECretory
S000000811,YER009W,NTF2,Nuclear Transport Factor
S000000812,YER010C,,
S000000813,YER011W,TIR1,TIp1-Related
S000000814,YER012W,PRE1,PRoteinase yscE
S000000815,YER013W,PRP22,Pre-mRNA Processing
S000000816,YER014W,HEM14,HEMe biosynthesis
S000000817,YER015W,FAA2,Fatty Acid Activation
S000000818,YER016W,BIM1,BInding to Microtubules
S000000819,YER017C,AFG3,ATPase Family Gene
S000000820,YER018C,SPC25,Spindle Pole Component
S000000821,YER019W,ISC1,Inositol phosphoSphingolipid phospholipase C
S000000822,YER020W,GPA2,G Protein Alpha subunit
S000000823,YER021W,RPN3,Regulatory Particle Non-ATPase
S000000824,YER022W,SRB4,Suppressor of RNA polymerase B
S000000825,YER023W,PRO3,PROline requiring
S000000826,YER024W,YAT2,
S000000827,YER025W,GCD11,General Control Derepressed
S000000828,YER026C,CHO1,CHOline requiring
S000000829,YER027C,GAL83,GALactose metabolism
S000000830,YER028C,MIG3,Multicopy Inhibitor of Growth
S000000831,YER029C,SMB1,SmB/B' homolog
S000000832,YER030W,CHZ1,Chaperone for Htz1/H2A-H2B dimer
S000000833,YER031C,YPT31,Yeast Protein Two
S000000834,YER032W,FIR1,Factor Interacting with REF2
S000000835,YER033C,ZRG8,Zinc Regulated Gene
S000000836,YER034W,,
S000000837,YER035W,EDC2,Enhancer of mRNA DeCapping
S000000838,YER036C,ARB1,ATP-binding cassette protein involved in Ribosome Biogenesis
S000000839,YER037W,PHM8,PHosphate Metabolism
S000000840,YER038C,KRE29,Killer toxin REsistant
S000000841,YER039C,HVG1,Homologous to VRG4
S000000842,YER040W,GLN3,GLutamiNe metabolism
S000000843,YER041W,YEN1,
S000000844,YER042W,MXR1,peptide Methionine sulfoXide Reductase
S000000845,YER043C,SAH1,S-Adenosyl-l-Homocysteine hydrolase
S000000846,YER044C,ERG28,ERGosterol biosynthesis
S000000847,YER045C,ACA1,ATF/CREB Activator
S000000848,YER046W,SPO73,SPOrulation
S000000849,YER047C,SAP1,Sin1 Associated Protein
S000000850,YER048C,CAJ1,
S000000851,YER049W,TPA1,Termination and PolyAdenylation
S000000852,YER050C,RSM18,Ribosomal Small subunit of Mitochondria
S000000853,YER051W,JHD1,JmjC domain-containing Histone Demethylase
S000000854,YER052C,HOM3,HOMoserine requiring
S000000855,YER053C,PIC2,PI Carrier
S000000856,YER054C,GIP2,Glc7-Interacting Protein
S000000857,YER055C,HIS1,HIStidine
S000000858,YER056C,FCY2,FluoroCYtosine resistance
S000000859,YER057C,HMF1,Homologous Mmf1p Factor
S000000860,YER058W,PET117,PETite colonies
S000000861,YER059W,PCL6,Pho85 CycLin
S000000862,YER060W,FCY21,FluoroCYtosine resistance
S000000863,YER061C,CEM1,Condensing Enzyme with Mitochondrial function
S000000864,YER062C,GPP2,Glycerol-3-Phosphate Phosphatase
S000000865,YER063W,THO1,suppressor of the Transcriptional defect of Hpr1 by Overexpression
S000000866,YER064C,VHR2,VHt1 Regulator
S000000867,YER065C,ICL1,IsoCitrate Lyase
S000000868,YER066W,RRT13,Regulator of rDNA Transcription
S000000869,YER067W,RGI1,Respiratory Growth Induced
S000000870,YER068W,MOT2,Modulator Of Transcription
S000000871,YER069W,"ARG5,6",ARGinine requiring
S000000872,YER070W,RNR1,RiboNucleotide Reductase
S000000873,YER071C,TDA2,Topoisomerase I Damage Affected
S000000874,YER072W,VTC1,Vacuolar Transporter Chaperone
S000000875,YER073W,ALD5,ALdehyde Dehydrogenase
S000000876,YER074W,RPS24A,Ribosomal Protein of the Small subunit
S000000877,YER075C,PTP3,Protein Tyrosine Phosphatase
S000000878,YER076C,,
S000000879,YER077C,MRX1,Mitochondrial oRganization of gene eXpression (MIOREX)
S000000880,YER078C,ICP55,Intermediate Cleaving Peptidase
S000000881,YER079W,,
S000000882,YER080W,AIM9,Altered Inheritance rate of Mitochondria
S000000883,YER081W,SER3,SERine requiring
S000000884,YER082C,UTP7,U Three Protein
S000000885,YER083C,GET2,Guided Entry of Tail-anchored proteins
S000000886,YER084W,,
S000000887,YER085C,,
S000000888,YER086W,ILV1,IsoLeucine-plus-Valine requiring
S000000889,YER087W,AIM10,Altered Inheritance rate of Mitochondria
S000000890,YER088C,DOT6,Disruptor Of Telomeric silencing
S000000891,YER089C,PTC2,Phosphatase Two C
S000000892,YER090W,TRP2,TRyPtophan
S000000893,YER091C,MET6,METhionine requiring
S000000894,YER092W,IES5,Ino Eighty Subunit
S000000895,YER093C,TSC11,Temperature-sensitive Suppressors of Csg2 mutants
S000000896,YER094C,PUP3,PUtative Proteasome subunit
S000000897,YER095W,RAD51,RADiation sensitive
S000000898,YER096W,SHC1,Sporulation-specific Homolog of CSD4
S000000900,YER098W,UBP9,UBiquitin-specific Protease
S000000901,YER099C,PRS2,PhosphoRibosylpyrophosphate Synthetase
S000000902,YER100W,UBC6,UBiquitin-Conjugating
S000000903,YER101C,AST2,ATPase STabilizing
S000000905,YER103W,SSA4,Stress-Seventy subfamily A
S000000906,YER104W,RTT105,Regulator of Ty1 Transposition
S000000907,YER105C,NUP157,NUclear Pore
S000000908,YER106W,MAM1,Monopolar microtubule Attachment during Meiosis I
S000000909,YER107C,GLE2,GLFG LEthal
S000000912,YER110C,KAP123,KAryoPherin
S000000913,YER111C,SWI4,SWItching deficient
S000000914,YER112W,LSM4,Like SM
S000000915,YER113C,TMN3,TransMembrane Nine
S000000916,YER114C,BOI2,Bem1 (One) Interacting protein
S000000917,YER115C,SPR6,SPorulation Regulated
S000000918,YER116C,SLX8,Synthetic Lethal of unknown (X) function
S000000919,YER117W,RPL23B,Ribosomal Protein of the Large subunit
S000000920,YER118C,SHO1,"Synthetic, High Osmolarity-sensitive"
S000000921,YER119C,AVT6,Amino acid Vacuolar Transport
S000000922,YER120W,SCS2,Suppressor of Choline Sensitivity
S000000923,YER121W,,
S000000924,YER122C,GLO3,GLyOxalase
S000000925,YER123W,YCK3,Yeast Casein Kinase
S000000926,YER124C,DSE1,Daughter Specific Expression
S000000927,YER125W,RSP5,Reverses Spt- Phenotype
S000000928,YER126C,NSA2,Nop Seven Associated
S000000929,YER127W,LCP5,Lethal with Conditional Pap1
S000000930,YER128W,VFA1,Vps Four-Associated
S000000931,YER129W,SAK1,Snf1 Activating Kinase
S000000932,YER130C,COM2,Cousin of Msn2
S000000933,YER131W,RPS26B,Ribosomal Protein of the Small subunit
S000000934,YER132C,PMD1,Paralog of MDS3
S000000935,YER133W,GLC7,GLyCogen
S000000936,YER134C,,
S000000938,YER136W,GDI1,GDP Dissociation Inhibitor
S000000939,YER137C,,
S000000941,YER139C,RTR1,Regulator of TRanscription
S000000942,YER140W,EMP65,ER Membrane Protein of 65 kDa
S000000943,YER141W,COX15,Cytochrome c OXidase
S000000944,YER142C,MAG1,3-MethylAdenine DNA Glycosylase
S000000945,YER143W,DDI1,DNA Damage Inducible
S000000946,YER144C,UBP5,UBiquitin-specific Protease
S000000947,YER145C,FTR1,Fe TRansporter
S000000948,YER146W,LSM5,Like SM
S000000949,YER147C,SCC4,Sister Chromatid Cohesion
S000000950,YER148W,SPT15,SuPpressor of Ty insertions
S000000951,YER149C,PEA2,PEAnut shmoo mutant
S000000952,YER150W,SPI1,Stationary Phase Induced
S000000953,YER151C,UBP3,UBiquitin-specific Protease
S000000954,YER152C,,
S000000955,YER153C,PET122,PETite colonies
S000000956,YER154W,OXA1,cytochrome OXidase Activity
S000000957,YER155C,BEM2,Bud EMergence
S000000958,YER156C,,
S000000959,YER157W,COG3,Conserved Oligomeric Golgi complex
S000000960,YER158C,,
S000000961,YER159C,BUR6,Bypass UAS Requirement
S000000963,YER161C,SPT2,SuPpressor of Ty's
S000000964,YER162C,RAD4,RADiation sensitive
S000000965,YER163C,GCG1,Gamma-glutamyl Cyclotransferase acting on Glutathione
S000000966,YER164W,CHD1,"Chromatin organization modifier, Helicase, and DNA-binding domains"
S000000967,YER165W,PAB1,Poly(A) Binding protein
S000000968,YER166W,DNF1,Drs2 Neo1 Family
S000000969,YER167W,BCK2,Bypass of C Kinase
S000000970,YER168C,CCA1,tRNA CCA-pyrophosphorylase
S000000971,YER169W,RPH1,Regulator of PHR1
S000000972,YER170W,ADK2,ADenylate Kinase
S000000973,YER171W,RAD3,RADiation sensitive
S000000974,YER172C,BRR2,Bad Response to Refrigeration
S000000975,YER173W,RAD24,RADiation sensitive
S000000976,YER174C,GRX4,GlutaRedoXin
S000000977,YER175C,TMT1,Trans-aconitate MethylTransferase
S000000978,YER176W,ECM32,ExtraCellular Mutant
S000000979,YER177W,BMH1,Brain Modulosignalin Homolog
S000000980,YER178W,PDA1,Pyruvate Dehydrogenase Alpha
S000000981,YER179W,DMC1,Disrupted Meiotic cDNA
S000000982,YER180C,ISC10,message Induced in Sporogenesis in S. Cervisiae
S000000984,YER182W,FMP10,Found in Mitochondrial Proteome
S000000985,YER183C,FAU1,Folinic Acid Utilization
S000000986,YER184C,TOG1,Transcriptional regulator of Oleate utilization Genes
S000000987,YER185W,PUG1,Protoporphyrin Uptake Gene
S000000988,YER186C,,
S000000989,YER187W,,
S000000993,YHL001W,RPL14B,Ribosomal Protein of the Large subunit
S000000994,YHL002W,HSE1,"Has Symptoms of class E mutants; resembles Hbp, Stam and East"
S000000995,YHL003C,LAG1,Longevity Assurance Gene
S000000996,YHL004W,MRP4,Mitochondrial Ribosomal Protein
S000000998,YHL006C,SHU1,Suppressor of HU sensitivity
S000000999,YHL007C,STE20,STErile
S000001000,YHL008C,,
S000001001,YHL009C,YAP3,Yeast AP-1
S000001002,YHL010C,ETP1,Ethanol Tolerance Protein
S000001003,YHL011C,PRS3,PhosphoRibosylpyrophosphate Synthetase
S000001004,YHL012W,,
S000001005,YHL013C,OTU2,member of the Ovarian TUmor family
S000001006,YHL014C,YLF2,
S000001007,YHL015W,RPS20,Ribosomal Protein of the Small subunit
S000001008,YHL016C,DUR3,Degradation of URea
S000001009,YHL017W,,
S000001010,YHL018W,MCO14,Mitochondrial Class One protein of 14 kDa
S000001011,YHL019C,APM2,clathrin Adaptor Protein complex Medium chain
S000001012,YHL020C,OPI1,OverProducer of Inositol
S000001013,YHL021C,AIM17,Altered Inheritance rate of Mitochondria
S000001014,YHL022C,SPO11,SPOrulation
S000001015,YHL023C,NPR3,Nitrogen Permease Regulator
S000001016,YHL024W,RIM4,Regulator of IME2
S000001017,YHL025W,SNF6,Sucrose NonFermenting
S000001018,YHL026C,,
S000001019,YHL027W,RIM101,Regulator of IME2
S000001020,YHL028W,WSC4,cell Wall integrity and Stress response Component
S000001021,YHL029C,OCA5,Oxidant-induced Cell-cycle Arrest
S000001022,YHL030W,ECM29,ExtraCellular Mutant
S000001023,YHL031C,GOS1,GOlgi Snare
S000001024,YHL032C,GUT1,Glycerol UTilization
S000001025,YHL033C,RPL8A,Ribosomal Protein of the Large subunit
S000001026,YHL034C,SBP1,
S000001027,YHL035C,VMR1,Vacuolar Multidrug Resistance
S000001028,YHL036W,MUP3,Methionine UPtake
S000001030,YHL038C,CBP2,Cytochrome B mRNA Processing
S000001031,YHL039W,EFM1,Elongation Factor Methyltransferase
S000001032,YHL040C,ARN1,AFT1 ReguloN
S000001034,YHL042W,,
S000001035,YHL043W,ECM34,ExtraCellular Mutant
S000001036,YHL044W,,
S000001038,YHL046C,PAU13,seriPAUperin
S000001039,YHL047C,ARN2,AFT1 ReguloN
S000001040,YHL048W,COS8,COnserved Sequence
S000001043,YHR001W,OSH7,OxySterol binding protein Homolog
S000001044,YHR002W,LEU5,LEUcine biosynthesis
S000001045,YHR003C,TCD1,tRNA ThreonylCarbamoyladenosine Dehydratase
S000001046,YHR004C,NEM1,Nuclear Envelope Morphology
S000001047,YHR005C,GPA1,G Protein Alpha subunit
S000001048,YHR006W,STP2,protein with similarity to Stp1p
S000001049,YHR007C,ERG11,ERGosterol biosynthesis
S000001050,YHR008C,SOD2,SuperOxide Dismutase
S000001051,YHR009C,TDA3,Topoisomerase I Damage Affected
S000001052,YHR010W,RPL27A,Ribosomal Protein of the Large subunit
S000001053,YHR011W,DIA4,Digs Into Agar
S000001054,YHR012W,VPS29,Vacuolar Protein Sorting
S000001055,YHR013C,ARD1,ARrest Defective
S000001056,YHR014W,SPO13,SPOrulation
S000001057,YHR015W,MIP6,Mex67-Interacting Protein
S000001058,YHR016C,YSC84,
S000001059,YHR017W,YSC83,
S000001060,YHR018C,ARG4,ARGinine requiring
S000001061,YHR019C,DED81,Defines Essential Domain
S000001062,YHR020W,,
S000001063,YHR021C,RPS27B,Ribosomal Protein of the Small subunit
S000001064,YHR022C,,
S000001065,YHR023W,MYO1,MYOsin
S000001066,YHR024C,MAS2,Mitochondrial ASsembly
S000001067,YHR025W,THR1,THReonine requiring
S000001068,YHR026W,VMA16,Vacuolar Membrane Atpase
S000001069,YHR027C,RPN1,Regulatory Particle Non-ATPase
S000001070,YHR028C,DAP2,Dipeptidyl AminoPeptidase
S000001071,YHR029C,YHI9,
S000001072,YHR030C,SLT2,Suppressor of the LyTic phenotype
S000001073,YHR031C,RRM3,rDNA Recombination Mutation
S000001074,YHR032W,ERC1,Ethionine Resistance Conferring
S000001075,YHR033W,,
S000001076,YHR034C,PIH1,Protein Interacting with Hsp90
S000001077,YHR035W,NEL1,Non-ERES Localized Sec23 homolog 1
S000001078,YHR036W,BRL1,BRr6 Like protein
S000001079,YHR037W,PUT2,Proline UTilization
S000001080,YHR038W,RRF1,Ribosome Recycling Factor
S000001081,YHR039C,MSC7,Meiotic Sister-Chromatid recombination
S000001082,YHR040W,BCD1,Box C/D snoRNA accumulation
S000001083,YHR041C,SRB2,Suppressor of RNA polymerase B
S000001084,YHR042W,NCP1,NADP-Cytochrome P450 reductase
S000001085,YHR043C,DOG2,DeOxyGlucose
S000001086,YHR044C,DOG1,DeOxyGlucose
S000001087,YHR045W,,
S000001088,YHR046C,INM1,INositol Monophosphatase
S000001089,YHR047C,AAP1,Arginine/alanine AminoPeptidase
S000001090,YHR048W,YHK8,
S000001091,YHR049W,FSH1,Family of Serine Hydrolases
S000001092,YHR050W,SMF2,Suppressor of Mitochondria import Function
S000001093,YHR051W,COX6,Cytochrome c OXidase
S000001094,YHR052W,CIC1,Core Interacting Component
S000001099,YHR057C,CPR2,Cyclosporin A-sensitive Proline Rotamase
S000001100,YHR058C,MED6,MEDiator complex
S000001101,YHR059W,FYV4,Function required for Yeast Viability
S000001102,YHR060W,VMA22,Vacuolar Membrane Atpase
S000001103,YHR061C,GIC1,GTPase Interactive Component
S000001104,YHR062C,RPP1,Ribonuclease P Protein
S000001105,YHR063C,PAN5,PANtothenate biosynthesis
S000001106,YHR064C,SSZ1,
S000001107,YHR065C,RRP3,Ribosomal RNA Processing
S000001108,YHR066W,SSF1,Suppressor of ste4 (Four)
S000001109,YHR067W,HTD2,Hydroxyacyl-Thioester Dehydratase
S000001110,YHR068W,DYS1,DeoxyhYpusine Synthase
S000001111,YHR069C,RRP4,Ribosomal RNA Processing
S000001112,YHR070W,TRM5,tRNA Methyltransferase
S000001113,YHR071W,PCL5,Pho85 CycLin
S000001114,YHR072W,ERG7,ERGosterol biosynthesis
S000001115,YHR073W,OSH3,OxySterol binding protein Homolog
S000001116,YHR074W,QNS1,glutamine (Q) dependent Nad+ Synthetase
S000001117,YHR075C,PPE1,Phosphoprotein Phosphatase methylEsterase
S000001118,YHR076W,PTC7,Phosphatase type Two C
S000001119,YHR077C,NMD2,Nonsense-mediated MRNA Decay
S000001120,YHR078W,,
S000001121,YHR079C,IRE1,Inositol REquiring
S000001122,YHR080C,LAM4,Lipid transfer protein Anchored at Membrane contact sites
S000001123,YHR081W,LRP1,Like RrP6
S000001124,YHR082C,KSP1,Kinase Suppressing Prp20-10
S000001125,YHR083W,SAM35,Sorting and Assembly Machinery
S000001126,YHR084W,STE12,STErile
S000001127,YHR085W,IPI1,Involved in Processing ITS2
S000001128,YHR086W,NAM8,Nuclear Accommodation of Mitochondria
S000001129,YHR087W,RTC3,Restriction of Telomere Capping
S000001130,YHR088W,RPF1,Ribosome Production Factor
S000001131,YHR089C,GAR1,Glycine Arginine Rich
S000001132,YHR090C,YNG2,Yeast iNG1 homolog
S000001133,YHR091C,MSR1,Mitochondrial tRNA Synthetase aRginine
S000001134,YHR092C,HXT4,HeXose Transporter
S000001136,YHR094C,HXT1,HeXose Transporter
S000001138,YHR096C,HXT5,HeXose Transporter
S000001139,YHR097C,,
S000001140,YHR098C,SFB3,Sed Five Binding
S000001141,YHR099W,TRA1,similar to human TRRAP
S000001142,YHR100C,GEP4,GEnetic interactors of Prohibitins
S000001143,YHR101C,BIG1,Bad In Glucose
S000001144,YHR102W,KIC1,Kinase that Interacts with Cdc31p
S000001145,YHR103W,SBE22,similar to SBE2
S000001146,YHR104W,GRE3,Genes de Respuesta a Estres (stress responsive genes)
S000001147,YHR105W,YPT35,
